2200 0.994872 0 0.00511504
2150 1 0 0
2100 0.995575 0 0.00441498
2050 1 0 0
2000 0.992095 0 0.00556764
1950 1 0 0
1900 0.997006 0 0.00298953
1850 0.99759 0 0.00240673
1800 1 0 0
1750 1 0 0
